CPUUtilization_Average,NetworkIn_Average_original,NetworkIn_Average,NetworkOut_Average,NetworkOut_Average_original,MemoryUtilization_Average,Final_Target,Final_Class
65,320817440,2,295646920,2,51.96439666,55.21903200366318,2
72,194347270,1,176093659,1,60.64353919,62.83598839420984,3
27,22635531,0,26420075,0,51.62494469,38.46316257754266,1
28,24331352,0,27153644,0,61.47321748,44.00211746360907,1
78,421145123,3,406303954,3,59.71362487,64.91214202193419,3
2,23021,0,18607,0,53.47223519,28.586571728380292,1
32,382553602,3,349735790,3,50.12138888,40.00329809659554,1
55,78385263,0,74142360,0,47.02441037,48.22360328641035,2
2,15742,0,12932,0,53.96346588,29.252509308428444,1
28,24052052,0,25821019,0,46.5250878,36.2524496660567,1
57,63192863,0,66475414,0,47.11295643,49.13014877247542,2
79,432383260,4,395246403,3,63.47685788,67.29611057579933,3
2,21347,0,16940,0,53.57309625,28.638858670382984,1
31,29409127,0,26916215,0,61.14067444,45.12962063914238,2
2,41788,0,33741,0,53.96419225,28.841616430552396,1
73,42955502,0,39420308,0,62.1793874,63.85691886385135,3
98,76771336,0,59024483,0,90.17299954,89.62876617691977,3
77,47183387,0,42947036,0,69.24650981,69.67401221657082,3
36,409237951,3,378849279,3,62.51473863,48.172512466909076,2
71,193273528,1,176093659,1,84.17923798,74.60402984798266,3
28,33543524,0,29345935,0,51.8868236,39.03501795657302,1
5,4881961,0,60780,0,23.38251035,14.287572490064628,1
1,0,0,0,0,53.79972232,28.613470199135026,1
4,37531,0,37129,0,36.00857926,20.399043237088446,1
83,436700901,4,426934449,3,58.49303036,66.45218042815665,3
2,4733,0,3751,0,53.42740806,28.563325230719133,1
83,54869675,0,49925788,0,71.71729435,73.13584507367683,3
82,255088651,2,230330153,2,91.29481935,83.08135877922314,3
80,397833322,3,368614843,3,53.66460296,62.62833916942303,3
65,231089656,2,247051989,2,58.9480037,58.80791338975166,2
31,226281910,2,171130878,1,47.92927694,38.35816333154319,1
55,228324960,2,184487094,1,54.18566834,51.995235153002746,2
1,5166,0,2333,0,22.88984271,12.29932339932524,1
82,462851272,4,434486557,4,48.58720009,60.89165474126438,3
71,350053875,3,319010997,2,64.06813017,64.10326798518038,3
2,42246,0,34171,0,54.11382357,28.919187474711695,1
72,42467859,0,38888088,0,74.16742935,69.63852005829183,3
1,5066,0,2279,0,22.89126513,12.300060765462826,1
81,253403070,2,227633267,2,58.82679501,65.96278795373709,3
76,45158907,0,41128149,0,65.66947044,67.1087569800119,3
28,37292116,0,31493467,0,58.67342455,42.55462369379308,1
81,440397313,4,428107044,3,63.37703401,68.11937298939114,3
2,5000,0,2225,0,23.0283261,12.804041342407062,1
60,197082564,1,234798509,2,49.16815979,51.562709920071356,2
96,340658771,3,261164294,2,71.41388105,78.86239034269241,3
71,195421012,1,178241143,1,63.09938134,63.599001580224076,3
42,245966490,2,231912829,2,67.29282228,53.17673403530389,2
77,216895848,2,195421012,1,85.33115009,77.66563866414248,3
2,42812,0,34693,0,54.07169436,28.89734738527546,1
8,5306,0,2341,0,22.95766198,15.364966606307316,1
56,188175416,1,197213397,1,40.38950107,45.26961552600451,2
63,435037014,4,390223465,3,64.74261443,61.02496783381949,3
44,88044340,0,84657593,0,41.58027541,40.64366964854003,1
2,0,0,0,0,54.12368139,29.067146260042225,1
1,0,0,0,0,53.45801918,28.43632680049837,1
75,269661403,2,277791777,2,55.83908696,61.54121179922412,3
77,217860720,2,197151884,1,76.13702161,72.89988930859539,3
71,192199786,1,175019917,1,77.59099805,71.04524736642948,3
3,46258,0,41056,0,35.9677353,19.94494568249505,1
75,211527139,1,192199786,1,83.55041289,76.01753875550439,3
1,4715,0,3787,0,53.48935667,28.439586705603265,1
4,41187,0,38760,0,38.78911864,21.840512601473474,1
76,47164091,0,42951772,0,76.12010767,72.67456797106931,3
50,54373758,0,65360293,0,49.68185903,47.42913412898909,2
49,148842082,1,156540360,1,52.53875224,48.51933887022734,2
2,0,0,0,0,53.5391646,28.911320048688605,1
72,197568496,1,179314885,1,81.8551793,73.74725593778008,3
5,5406,0,2549,0,22.75877625,13.963082511343496,1
96,79877075,0,72544219,0,89.58817145,88.03918729136609,3
2,190451,0,152376,0,54.11382357,29.0794307313599,1
83,455832314,4,434076260,4,48.80945426,61.438089996640485,3
2,0,0,0,0,53.75323492,28.732236230691374,1
2,0,0,0,0,53.78062928,28.75942561882799,1
97,361628832,3,323660019,3,54.3694005,70.75504870990088,3
74,193273528,1,175019917,1,81.12123872,74.17439743698387,3
2,21649,0,17175,0,53.79007203,28.75134188831263,1
5,9662,0,11457,0,22.95949081,14.067138540872428,1
5,5226,0,2531,0,22.78615796,13.977277504141467,1
51,95118164,0,122146930,1,52.94333103,49.57488427583804,2
44,245346594,2,201462254,1,67.21763687,53.996692181136986,2
3,48290,0,45086,0,36.32435799,20.129824937314012,1
78,388118357,3,367099378,3,50.32088422,60.026480145580905,3
33,347280570,3,344266577,3,56.91804841,43.950347516856894,1
2,4625,0,3683,0,53.86167093,28.788452769816363,1
54,59869040,0,57835528,0,60.03585531,54.528081197482656,2
38,194762509,1,148241851,1,60.1042334,47.68794144786607,2
55,453858106,4,440789023,4,57.43134124,53.786888393200776,2
28,18987190,0,14774796,0,72.09126888,49.79272859504159,2
42,118723452,1,159264089,1,51.35209277,44.86733153613814,1
24,17094747,0,17733542,0,51.22310915,36.95285570547355,1
75,212600881,1,192199786,1,67.53643761,67.71593122816208,3
4,41558,0,39185,0,41.8085749,23.40583859024685,1
22,39594349,0,38968732,0,51.89647579,36.44600022948724,1
3,42532,0,39668,0,39.79086264,21.926903972884375,1
60,183808525,1,213612127,1,64.64375578,59.577686356445,2
76,216895848,2,195421012,1,58.57817043,63.5064817199171,3
47,202771990,1,181569884,1,54.08259321,48.47184415399188,2
75,47420627,0,43299877,0,82.89730643,75.49974053888607,3
78,264839926,2,284925504,2,45.22956189,57.34034847647435,2
76,424041887,3,393163205,3,68.33764549,68.51483967021376,3
76,406293524,3,400435661,3,51.9932516,60.039214297411824,3
63,389598588,3,375229783,3,55.37049897,56.15252118150994,2
41,30806839,0,29318815,0,69.7293376,53.91221744538511,2
76,215822107,2,195421012,1,74.09209486,71.69605128953282,3
65,164338532,1,164725563,1,46.27926198,52.20655538389722,2
69,286580143,2,301144179,2,54.46842645,58.24218367067404,2
4,41456,0,39029,0,41.81517902,23.409262194611355,1
48,184177031,1,171323627,1,62.24915124,53.131851976594774,2
98,368278562,3,330883293,3,62.32860366,75.17440608128624,3
48,180280742,1,170535377,1,47.78754229,45.633689555404544,2
77,47348275,0,43275568,0,65.71056198,67.42110291769238,3
65,271763382,2,250962433,2,53.98480137,56.24517787824643,2
47,243059487,2,221421273,2,48.44825948,45.569092199130274,2
31,122392954,1,114330277,1,63.29321243,46.286424439215004,2
72,194347270,1,176093659,1,72.03980069,68.83487467524216,3
2,0,0,0,0,53.41132425,28.55498524577524,1
71,43078492,0,39608641,0,87.63694586,76.39647390016168,3
72,194280334,1,175482859,1,57.85917223,61.2495189265058,3
66,260023056,2,269712402,2,68.06794323,63.980452915718146,3
31,40528785,0,35069475,0,54.22702032,41.54987079919814,1
3,42470,0,39502,0,39.75499716,21.908310785452418,1
41,63724592,0,84942761,0,50.33505769,43.877937294918425,1
73,43338824,0,39231383,0,52.76786808,59.22034874330945,2
8,5054,0,2279,0,22.97356268,15.373209666231153,1
77,217969590,2,196494754,1,54.86965888,61.874487883004875,3
42,106185915,0,98654032,0,54.69550671,46.5842244420024,2
97,82978958,0,74990807,0,62.5754642,74.46963117435737,3
36,368824664,3,336720138,3,48.55925957,40.919112244382084,1
77,219742996,2,199225968,1,64.59289282,67.05902262847987,3
30,19327353,0,15032386,0,72.32080041,50.70844111201648,2
78,427025570,3,402740049,3,62.34607946,66.27740487139167,3
10,5298,0,2333,0,22.78605636,16.141856785937556,1
78,434457827,4,398791267,3,57.15640648,63.587846377392786,3
96,80690109,0,73016714,0,84.74528433,85.6717293647327,3
2,7397,0,5878,0,22.9852469,12.78170988467176,1
38,105182570,0,97448598,0,62.88883685,49.099549222318856,2
4,46403,0,41039,0,43.79341894,24.43480935681275,1
41,87088147,0,84056409,0,67.58497856,52.825715990242166,2
63,240159963,2,235565726,2,55.0999331,55.94670741432263,2
3,41133,0,38868,0,38.54146399,21.279198791659553,1
3,41633,0,39449,0,42.01182951,23.07828213139552,1
96,366145962,3,329638740,3,57.78228124,71.81670391866156,3
76,219043332,2,197568496,1,62.01595514,65.17708684136703,3
73,197127646,1,178874478,1,54.80272947,60.38941736835047,3
2,37710,0,37237,0,39.83810752,21.518468290272004,1
2,0,0,0,0,53.06547045,28.375690090444202,1
4,43673,0,42088,0,36.05348731,20.42232668069439,1
30,35408595,0,37422569,0,65.38016639,46.898224136418804,2
73,196157862,1,178728490,1,84.64494211,75.71256141246616,3
28,19327353,0,15032386,0,54.29261328,40.418612423658686,1
34,78531935,0,77283332,0,69.06150827,50.557202775925525,2
24,22507133,0,19965350,0,36.97775985,29.5696246219165,1
80,435596355,4,424921967,3,54.27492561,62.96597774227386,3
59,223248920,2,234536382,2,63.66893628,58.65315515062839,2
63,284717258,2,248060968,2,65.96468216,61.59219581320252,3
2,194522,0,155955,0,90.50650512,47.92855982020889,2
82,443380723,4,414316151,3,50.04676228,61.63933148397599,3
29,33864203,0,28970799,0,72.78623416,50.30246398401757,2
0,5198,0,2369,0,26.55848434,13.768269055120982,1
61,294732883,2,288447945,2,66.44972966,60.98909385984275,3
78,448960087,4,439221987,4,53.85627496,61.88935550727872,3
77,151623686,1,216994193,2,63.30997675,66.2393135826579,3
2,0,0,0,0,90.35272314,47.99595262094154,2
77,99530368,0,101129374,0,60.63561137,64.81509183096922,3
3,42248,0,39402,0,36.2287506,20.080258151307763,1
74,193273528,1,175019917,1,62.84920027,64.70193256278733,3
30,54200953,0,63500151,0,62.05534561,45.18473056659575,2
72,194025303,1,176925836,1,60.64457685,62.836637189365284,3
24,18663859,0,20788374,0,51.47472627,37.08433896395871,1
3,41541,0,39185,0,38.62660639,21.323337895464814,1
71,42532392,0,38920803,0,61.75145429,63.0590718652672,3
86,492907083,4,468863895,4,46.68587281,61.652269580107294,3
76,47733642,0,43482606,0,55.85782742,62.17058508969528,3
77,46468633,0,42454620,0,59.36835246,64.13283256622668,3
47,163506344,1,132914691,1,44.53384283,43.50176287627397,1
81,368910120,3,359025963,3,63.91745455,68.36767241709369,3
1,5090,0,2315,0,22.89167154,12.300271467294275,1
1,0,0,0,0,53.82794681,28.636760673613672,1
1,0,0,0,0,53.45594385,28.435250922151177,1
54,389219224,3,380140909,3,48.33954544,48.61224998790247,2
72,193741789,1,175274199,1,79.58580557,72.51272052451719,3
16,9219945,0,10724768,0,37.89512346,26.576665513256717,1
64,120211107,1,160389176,1,48.24825613,52.78323606308474,2
2,5236,0,2525,0,22.72905769,12.64889678669455,1
73,194118082,1,175986924,1,65.62754877,65.85261423733131,3
42,149051372,1,143949532,1,55.62724699,47.087217494221406,2
63,363326591,3,356405177,3,55.75430017,56.34123953669023,2
81,426644377,3,406641950,3,44.51118561,58.33112082585847,2
3,41435,0,39180,0,38.66064303,21.34098291140245,1
98,316193644,2,281035907,2,59.19163808,73.3821898350611,3
81,242665652,2,217969590,2,79.18111615,76.36291340204126,3
44,135144561,1,130443986,1,52.94063858,46.554084079260974,2
71,300505237,2,289984331,2,56.20510783,60.00908476998099,3
2,4769,0,3759,0,53.95236287,28.83546871356878,1
57,160412941,1,219448192,2,58.09856096,54.88169294863362,2
80,419586155,3,390395959,3,43.25655447,57.24253441227117,2
71,194232161,1,176632791,1,60.87504228,62.67036460447285,3
73,360300101,3,351672649,3,68.92063723,67.49435455306993,3
78,420456700,3,410154844,3,58.40336668,64.23358486118906,3
98,380104606,3,340376158,3,91.29253649,90.06032265774499,3
75,212474603,1,192674734,1,58.76837446,63.3177235618933,3
63,257534401,2,249279123,2,60.43134073,58.717638553669715,2
71,196494754,1,178241143,1,53.35279993,58.827895562212845,2
78,439493964,4,407997899,3,59.55101102,64.83245098379749,3
76,219043332,2,198642237,1,90.26846473,79.82379800539398,3
2,0,0,0,0,53.91293159,28.815025083245544,1
49,142135411,1,126272603,1,67.9921482,56.522301286158246,2
1,4733,0,3819,0,53.46922596,28.44213848412189,1
29,32309251,0,29850769,0,61.74987947,44.580909696263234,1
76,211527139,1,192199786,1,65.31240985,67.26405904668835,3
75,46935412,0,42930185,0,62.98222895,65.31817415697674,3
64,261404309,2,270189964,2,55.28098769,56.48609923287331,2
4,41875,0,38982,0,36.01807904,20.40396946234346,1
27,23959628,0,23237742,0,54.20380428,39.799674770894065,1
1,5190,0,2279,0,22.96761896,12.339643623029108,1
64,86991380,0,72818465,0,69.91714873,63.98952826600502,3
72,196642566,1,178843421,1,72.64724988,68.97342579995045,3
76,215925657,2,195297926,1,77.81222826,73.62461384254208,3
97,369367187,3,331786224,3,67.19546084,76.98790155399234,3
83,464845056,4,451442920,4,64.90050379,69.78584454531392,3
1,0,0,0,0,53.71691664,28.5705426463428,1
54,373836549,3,346364341,3,50.03797371,49.48167411222298,2
1,0,0,0,0,53.56956819,28.494155273324093,1
1,0,0,0,0,52.98245723,28.18978923550767,1
97,373662155,3,335007449,3,69.5561491,78.21342091012033,3
83,474124197,4,454277845,4,50.42588979,62.28478590536202,3
60,263383175,2,264687724,2,69.86426493,62.31378865870031,3
36,401914158,3,395209377,3,43.03013462,38.07338773064123,1
3,42580,0,39788,0,39.84547366,21.95521508115325,1
31,98454181,0,79656317,0,61.20000996,45.188043732574116,2
73,194347270,1,176093659,1,88.97760926,78.10486407190692,3
2,22792,0,17791,0,53.93493009,28.826438611171724,1
76,214748365,2,195421012,1,72.73026309,70.86859268835035,3
4,7439,0,6010,0,22.76304353,13.532369568399194,1
4,42177,0,39348,0,43.78630681,24.431120983962497,1
72,193939271,1,176315425,1,57.20502811,60.91050855704044,3
64,264527023,2,239656809,2,70.01976665,64.12080349436533,3
3,41654,0,39203,0,41.81070854,22.974018327414985,1
39,229319731,2,223006428,2,54.86726473,45.43056047840234,2
58,253478752,2,251111475,2,70.91340622,61.9865190618174,3
81,410552177,3,402257229,3,43.68236806,57.89676279198238,2
54,58268589,0,70617646,0,38.8188372,43.531374639135855,1
1,5388,0,2369,0,22.86088616,12.284312002468187,1
70,37335852,0,41886768,0,56.44016384,59.58210297449962,2
42,134820005,1,120651997,1,44.46328031,41.29120398388738,1
9,5054,0,2333,0,22.88130814,15.75831010824835,1
28,4164298,0,3249207,0,56.36254776,41.34270821119751,1
37,42348906,0,37275907,0,65.34521534,49.91215839341255,2
1,0,0,0,0,53.45127436,28.56270811596667,1
43,184076474,1,171856292,1,53.95609883,46.66808794089625,2
8,5248,0,2423,0,22.81785775,15.292490260948997,1
1,4625,0,3711,0,53.79577919,28.61142792136157,1
26,26219376,0,22646925,0,55.2495419,39.90926240402545,1
58,263725986,2,217681816,2,65.25306241,59.04704927556049,2
72,42453104,0,38903630,0,85.94710813,75.88812611748975,3
73,197044011,1,178384811,1,86.76624102,76.81239862959984,3
56,263483056,2,238656300,2,63.90013142,57.48442955260627,2
80,446808048,4,419264177,3,58.05024925,64.92448305855923,3
95,359685224,3,323082975,3,88.07463303,87.2319767285179,3
28,29012385,0,24208600,0,44.46602356,35.18578937512171,1
3,41155,0,38727,0,41.8460152,22.992321542956773,1
68,313084594,2,276799381,2,43.31421355,52.02746541159421,2
82,418809764,3,389053476,3,60.29214612,66.93938401588147,3
2,5144,0,2369,0,22.79408291,12.682606659410098,1
76,47479792,0,43210987,0,75.63614063,72.42380360140241,3
45,120452572,1,112982596,1,63.75773635,52.58746179653786,2
54,48477827,0,47285329,0,55.22571626,52.02946666516672,2
37,220312173,2,168885877,1,54.25597686,44.2336893596036,1
80,399618225,3,391769361,3,52.92895436,62.252532388464424,3
2,0,0,0,0,54.11382357,29.079352892437125,1
75,119599594,1,133287207,1,56.45057804,61.791447274295614,3
2,0,0,0,0,55.82648993,29.9499045864747,1
35,70782511,0,57493243,0,56.79287486,44.62371768099902,1
78,427109433,3,398394212,3,60.26791407,65.19910912386774,3
79,426628112,3,417987758,3,56.72713843,63.80069894359596,3
26,25676955,0,24323861,0,54.97663918,39.76803398371318,1
4,40590,0,38325,0,41.81233417,23.40778703056486,1
79,310545122,2,278675753,2,59.45535282,65.15726606837384,3
2,21200,0,21806,0,26.65104368,14.682113841535275,1
76,218925314,2,197826769,1,88.55247784,78.93399919907267,3
4,41967,0,39192,0,36.17759404,20.486664202727297,1
72,43055122,0,39609108,0,81.14375606,73.54549609403095,3
94,36793895,0,31711002,0,55.10624654,69.56848800484579,3
30,4159838,0,3234881,0,72.24494709,50.5850670460908,2
2,0,0,0,0,53.93493009,28.826429394762577,1
3,43983,0,42710,0,36.1168869,20.02226767528259,1
31,43173252,0,39164223,0,47.3566486,37.989700893075224,1
11,7215,0,5999,0,22.81287926,16.588689783689766,1
72,42358607,0,38705732,0,56.51425441,60.48681638578684,3
38,96485064,0,97697123,0,45.72812244,40.201258027536184,1
32,121009701,1,168685426,1,50.19550747,39.94110203842279,1
3,41141,0,38700,0,38.5206864,21.26842738040212,1
77,395062276,3,376604651,3,60.0244251,64.62771359731765,3
75,116725160,1,111441564,1,49.81947881,58.348274990103,2
76,212600881,1,192199786,1,62.47014118,65.37955725996828,3
4,41984,0,39138,0,35.90753617,20.346662645570643,1
73,197568496,1,178241143,1,54.82036978,60.108462458060366,3
61,37133727,0,37588676,0,50.67964055,52.69843157381652,2
81,412910096,3,393884215,3,60.37454527,66.54888803524575,3
1,21685,0,17175,0,53.48230055,28.448923405794368,1
96,80816302,0,73030450,0,57.59996347,71.74646541590174,3
23,26922962,0,27726696,0,70.69206647,46.61738335955195,2
3,41208,0,38416,0,36.30586644,20.120235556965227,1
72,42400550,0,38916949,0,57.20502811,60.84497921781055,3
5,5000,0,2225,0,22.97427389,14.074799154363923,1
72,348442306,3,336626969,3,63.25495932,64.11818325360136,3
77,413318252,3,382632721,3,47.24524211,58.00837011714782,2
5,5270,0,2531,0,22.70477483,13.935087430116447,1
97,376053322,3,337203387,3,61.01637228,73.93019429190797,3
3,42123,0,39348,0,39.86259358,21.964090069357308,1
4,5468,0,2639,0,22.77696299,13.539584394704917,1
60,382670208,3,371471812,3,62.2627659,58.42434924857624,2
29,291347961,2,290779050,2,64.51472135,46.132053129522255,2
3,46204,0,41056,0,36.08980999,20.008230793709032,1
73,43271456,0,39371478,0,55.00486665,60.137615045503495,3
36,54432490,0,66119553,0,62.35613805,47.93885986890199,2
33,70278285,0,66278527,0,52.86159229,41.721674523458525,1
3,5054,0,2279,0,22.85407883,13.146635688054623,1
75,43182319,0,39326217,0,56.31678672,61.683553809542985,3
41,75111950,0,96866836,0,54.14497678,45.858329419700766,2
78,414522318,3,396920022,3,54.57658167,62.24541566667097,3
2,42288,0,34199,0,54.02697099,28.87416197169191,1
2,0,0,0,0,54.02375423,28.87247699631689,1
78,419422088,3,409250571,3,55.01026941,62.4741187681531,3
77,172244923,1,145798020,1,45.6191036,57.05705051094165,2
2,0,0,0,0,54.01856591,28.869787303040983,1
71,197088671,1,178427217,1,63.08329753,63.872491821354295,3
76,46589101,0,42527288,0,88.47050229,78.78688707944852,3
2,4775,0,3807,0,53.86831199,28.791895644794526,1
2,9308,0,9561,0,22.97407069,12.775917250789378,1
28,34919540,0,31395851,0,54.97790921,40.63825087928226,1
56,187543020,1,196575615,1,40.51624945,45.335035760814385,2
1,0,0,0,0,53.71162455,28.567799157335088,1
4,41876,0,39101,0,36.25389707,20.52622065505801,1
82,469724724,4,434827834,4,52.45752151,62.89974192979176,3
55,203469106,1,222006753,2,66.42991729,58.34542746950493,2
54,203298980,1,175454710,1,67.98732211,58.709484233385744,2
79,437083003,4,413717448,3,55.49562172,63.163726499193615,3
31,32702070,0,41422772,0,48.49773961,38.579344138918465,1
2,0,0,0,0,53.80522195,28.919369756807825,1
33,48266366,0,50139963,0,49.51076142,39.97589095256851,1
3,41553,0,39025,0,38.72632866,21.37503519801301,1
3,47346,0,42265,0,39.80610292,21.934806422740174,1
81,449748557,4,437146763,4,60.94331274,66.86186844235206,3
76,213561111,1,193601477,1,71.18300055,69.89695144400848,3
71,195421012,1,178241143,1,70.11721466,67.51854076314521,3
25,26836373,0,22864422,0,54.67660875,39.17951066835571,1
3,43987,0,42523,0,39.81438348,21.939098456316863,1
72,42415414,0,38829657,0,65.50188751,65.14616418178943,3
1,21155,0,16940,0,53.87920747,28.654684994945033,1
3,41774,0,39046,0,36.08752395,20.00704421130738,1
67,39305017,0,35788785,0,42.31058992,50.957464617357964,2
77,391831743,3,387244805,3,54.54432307,61.78837854688019,3
76,215822107,2,195421012,1,71.12426871,70.1315156247218,3
3,41150,0,38885,0,38.69869294,21.36070835343768,1
75,47428672,0,43350862,0,52.05976536,59.79889858373114,2
76,212600881,1,193273528,1,68.78723921,68.65466278362513,3
77,225607771,2,194363403,1,63.18104559,66.32737372538446,3
90,325672122,3,302111815,2,45.29529832,62.58740198227563,3
9,10334,0,12511,0,26.721149,17.748937557995156,1
2,40939,0,38465,0,38.74873188,20.95372265945259,1
74,107844631,1,96344114,0,45.48112821,55.66088297935854,2
2,0,0,0,0,54.00019923,28.860265774743432,1
82,252670086,2,228529538,2,61.0497851,67.25811123522467,3
77,47209231,0,42965047,0,88.35957589,79.16254823278979,3
26,15315342,0,21676938,0,48.35102646,36.33024986971721,1
73,193273528,1,175019917,1,69.09947266,67.79929020378394,3
68,242018772,2,226998940,2,65.39337464,63.44611771119133,3
97,359209425,3,272480491,2,97.17723944,92.8053726999763,3
28,33840334,0,29523152,0,46.40971883,36.195722764031004,1
41,105319195,0,109845494,1,54.57856291,46.09296271530008,2
74,125615183,1,119631699,1,50.7622937,58.407989348474835,2
83,471285814,4,447875212,4,53.55390769,63.904312219427254,3
4,42100,0,39366,0,36.06054864,20.425986398484067,1
77,217969590,2,196494754,1,55.65703921,62.42554190496609,3
1,0,0,0,0,53.95236287,28.822478985146212,1
2,282448,0,46588,0,53.84641725,28.78061870344485,1
78,439385901,4,408950892,3,67.52752269,68.96776655245016,3
28,19028878,0,14623720,0,54.58035783,40.42475748988848,1
29,27620163,0,30372914,0,50.64722954,38.82418440154607,1
3,41712,0,39203,0,41.82127513,22.979496199924398,1
74,345182905,3,317234308,2,61.47763717,64.05758250508512,3
72,43404889,0,39414908,0,85.64016677,75.87653199032765,3
4,50914,0,51609,0,35.90464051,20.345166332107855,1
2,0,0,0,0,54.00725535,28.876911551967115,1
68,22203434,0,28264738,0,46.11111083,53.3550115790602,2
47,112269194,1,99481689,0,68.00063196,55.64799582098318,2
4,41946,0,39009,0,36.01193213,20.40078284580045,1
3,42844,0,39998,0,36.14061094,20.034565663280056,1
3,37904,0,37603,0,36.1491963,20.039014754201368,1
2,0,0,0,0,53.60049061,28.653051572933148,1
73,43600708,0,39653597,0,59.98420674,62.719109115917114,3
29,39903867,0,37308516,0,55.25157394,41.21551402753141,1
1,4679,0,3763,0,53.47970638,28.447571646672653,1
29,37975112,0,33616630,0,62.80151001,45.128233772831805,2
74,159986259,1,207124084,1,47.15705165,56.56637919541635,2
73,42603030,0,38947367,0,64.58064837,65.10157757266079,3
71,193273528,1,175019917,1,81.27429434,73.0978300046119,3
4,45774,0,48493,0,35.9463989,20.366812551213123,1
75,395131882,3,381848154,3,56.2511843,61.80694579740475,3
69,382281558,3,356531036,3,49.08428742,55.485376738307174,2
3,41377,0,38831,0,38.6432691,21.331975946726864,1
74,42354697,0,38952622,0,70.97494869,69.2476294527395,3
16,1409477,0,1442636,0,33.14975562,24.112737454872466,1
2,41880,0,33965,0,53.9959448,28.85807744084275,1
74,194347339,1,175196759,1,72.65513613,69.88964800473343,3
71,193874760,1,175948564,1,54.18791286,59.20343414695822,2
77,215412630,2,188465747,1,90.98621773,80.73827618842175,3
71,193273528,1,176093659,1,85.32160357,75.34344215810987,3
29,4175681,0,3207960,0,72.76575124,50.5693250066546,2
77,466804284,4,448381034,4,58.79824249,64.02456452845199,3
49,148523484,1,156112146,1,52.98193975,48.748924328987925,2
2,191137,0,152866,0,53.96419225,28.841677389289796,1
71,197221536,1,179024295,1,83.96848818,74.69981262843274,3
77,217084475,2,196359354,1,78.07237092,74.04571013077913,3
75,215822107,2,195421012,1,59.37177675,63.37649194871558,3
48,100492194,0,134065039,1,51.1350203,47.342544375183955,2
2,21758,0,17284,0,53.92019525,28.818799525112645,1
98,357859703,3,320452951,2,61.96656228,74.98199483744544,3
31,217695521,2,175857537,1,39.76647818,34.12553177914527,1
64,422062571,3,397323783,3,53.92470384,55.84833352529727,2
51,158581605,1,162141101,1,56.3420164,51.36034682148856,2
23,14109498,0,14872718,0,52.4836332,37.172076352477106,1
3,54283,0,50705,0,41.95701528,23.04987113683261,1
71,194252959,1,176105362,1,68.65701223,66.70452755966072,3
9,5108,0,2333,0,22.81948338,15.72625935258586,1
47,129025843,1,132362002,1,63.01009872,53.0720188073408,2
34,48264993,0,47344490,0,37.80297053,34.33872243790255,1
96,344671126,3,263066747,2,77.67743556,82.23206765059194,3
69,336690767,3,293618475,2,48.3158214,55.06247907199905,2
28,4142795,0,3259560,0,55.98857323,41.29169795287959,1
28,32566994,0,34295234,0,51.40858343,38.7879677729244,1
59,249100010,2,235075139,2,52.68307775,52.9640256653097,2
70,303098381,2,277279312,2,67.59935523,65.4808576763599,3
73,201863463,1,180388626,1,76.28198343,71.52597437494177,3
3,37866,0,37447,0,36.22001283,20.075726930591998,1
29,35669896,0,28676789,0,58.61561306,42.956578948049625,1
2,42070,0,33851,0,55.82431083,29.80592643871309,1
43,149674363,1,161720169,1,57.87823723,48.69118408673209,2
25,40697658,0,37917299,0,42.55956539,32.90442298047127,1
32,31087159,0,29854104,0,52.93210402,41.30815699608964,1
31,325765667,3,315118190,2,51.94971518,40.49739696402382,1
71,206258315,1,247652839,2,45.23662322,54.291716764244974,2
10,5362,0,2423,0,22.80795157,16.153207585349364,1
72,197568496,1,178241143,1,66.76732019,66.1590528536683,3
76,215822107,2,194347270,1,76.12010767,72.74716090161398,3
81,459369190,4,419626699,3,61.82907816,67.3193826555175,3
42,64161959,0,85692566,0,49.50354768,43.880065692081686,1
73,198965362,1,178823858,1,53.57454898,59.46306449281735,2
63,295392277,2,292969233,2,53.986427,55.394964760146856,2
1,195094,0,156137,0,90.50671266,47.64293616276774,2
66,16765425,0,21112729,0,55.71426902,57.46471645017354,2
78,215640382,2,194868239,1,80.19117943,75.85779195857297,3
73,198642237,1,178241143,1,76.8365117,71.66503321148379,3
1,5162,0,2333,0,22.92479376,12.317442482069353,1
79,424136060,3,408214649,3,61.58762123,66.31768788243215,3
72,199695543,1,179845920,1,69.34778593,67.4976479622912,3
1,4783,0,3819,0,53.84257789,28.635689042976768,1
76,395610046,3,359906433,3,42.64699383,55.18250986798992,2
79,409474047,3,403168324,3,53.14912569,61.93855553474867,3
72,194347270,1,176093659,1,67.8253236,66.55911981952585,3
74,193273528,1,175019917,1,86.19614777,76.80529698589913,3
30,37099895,0,31754811,0,73.50709969,51.11046242666375,2
1,0,0,0,0,53.46154724,28.43815579317018,1
34,47635131,0,47897096,0,65.06906136,48.47379989726505,2
66,277110851,2,272113283,2,64.83207491,62.30741271060183,3
1,0,0,0,0,90.50567499,47.64231847416128,2
5,5036,0,2261,0,22.79301609,13.98083274496358,1
33,57227536,0,78206088,0,50.17848915,40.33036125506878,1
2,4829,0,3779,0,53.55358814,28.628738670900326,1
56,228746292,2,186815754,1,51.54224074,51.05838921632541,2
2,42335,0,34135,0,55.8492148,29.831824900264856,1
36,181975815,1,149390439,1,52.38665418,42.81849967768982,1
25,35835053,0,61195640,0,61.04994394,42.49413525639151,1
21,53027745,0,51116081,0,51.59258448,35.86133429488008,1
