CPUUtilization_Average,NetworkIn_Average,NetworkOut_Average,MemoryUtilization_Average,Final_Target
42,230735372,196292143,48.488690743887815,43.08085710513312
51,261942936,235994825,54.33672364147141,50.11540338553162
62,330056232,307905224,58.66777438709584,57.66055115239656
69,366137324,343709274,60.4339653183177,61.64852733995568
67,327979372,308765880,62.56062145513849,61.99248020089525
62,258937471,248000443,63.184704463927424,59.815234519388596
57,191716539,188282732,58.7752175071287,55.24916931334476
52,140969183,140275433,51.026258500290254,49.09731707994803
49,154166798,153437737,43.6297717344173,44.280271973657385
52,244866177,242556397,39.047276833295264,43.48290863980052
58,324892468,320400199,38.20567573933068,46.054642107262616
65,331877490,324525239,43.8295859481021,51.902880016153716
69,300323115,288245592,54.563870879750986,58.96329438153228
65,252097724,237244918,61.61155192049272,60.17843988378593
55,213087448,198526869,62.792229669725536,56.22241895206124
54,239394772,223658394,64.87811984684184,56.56974638770116
58,291753880,273561007,70.42171609771759,61.53614195639322
56,278018576,258624415,73.73565611257092,62.10415329055436
49,225015519,204375011,70.51801164510717,57.20543860031805
50,214521372,191021512,66.02473443179703,55.6311761228229
61,256612562,228451990,67.48075240909154,61.317934717821494
71,309111015,277809048,72.56563830129879,68.34068731847029
71,321213334,293691472,74.63869593439881,69.62964229400933
64,278662166,261319017,72.06130691016045,65.09797494758398
58,227840472,218034139,64.85418821000621,58.59343857831095
57,209003319,196807996,55.04444841078962,53.31337731345556
62,227059820,204684690,51.53077134703617,54.07613887208637
70,271474163,239880745,56.570629266601365,60.40897027006519
74,328718099,296174237,60.45683816113606,64.03719981718356
73,395850578,368178334,60.85434937858432,63.78523959513358
70,425367834,403200701,60.56779527300103,62.162466065239265
62,382545027,365741457,56.57490016628698,56.823177689831965
56,326856901,315413233,50.65414700524332,50.74497394207924
56,310745075,301790283,50.065756565376034,50.826242015052145
67,343215692,329749734,55.882065431707375,58.490960080751684
78,383205174,361466076,61.32406221293117,66.52701648836519
79,379969701,356127702,60.78138338994857,66.44717184426862
68,356503342,338981559,56.25170861204612,59.05427220547117
58,348503060,334983442,56.57209435690694,54.81684147500704
59,330169182,312978896,65.90219868767235,59.66523336838754
65,294110484,271539184,74.21284847603236,66.28996446766455
66,283985995,259812316,70.30553175557645,65.23421797321384
60,286363541,265054624,57.216069617942686,56.10596385092701
50,248700201,231539991,48.72892097269167,47.3385073817786
48,218693007,202411736,53.263914745636,48.227851392316246
57,279371076,258271891,62.924229292559126,57.41752810375334
71,392170653,364506222,65.2415838238048,64.81387954764888
75,435624674,406598448,57.55905598777744,63.18496237284027
67,358603861,333611161,48.95119777470282,55.512859328824945
57,232981087,213385406,53.65626242886057,52.72605222403161
50,139361221,125036153,69.8898929341412,57.06815768178917
45,89162343,79376873,77.11752882763572,58.11224247609457
39,74448595,66775500,65.02370771938928,49.83409829156999
32,91351613,83588638,42.10834553917726,35.340010164739645
30,205248724,191642340,18.57179023195564,23.558439468168856
40,281047944,257982983,20.754529406609187,28.97414156041357
41,256866876,228326634,31.693693253298218,34.56550276438232
37,189452560,164625155,47.082649209636486,40.25973422316334
45,175935951,155744177,59.24776775480141,49.67526785683098
55,201506248,181423152,61.96078919548049,55.92363085752381
54,214820579,193659834,60.33135304408801,54.62085846758675
51,233576810,209852799,60.38019116245371,52.96864614346549
49,253905027,226996935,58.07036046957731,51.35036533275723
40,229158387,202842627,51.08676951845226,43.68132785860316
30,209069591,191899032,54.60834655955311,40.44779973568232
44,292911471,277023016,50.34576735534325,45.221838744100374
59,379160102,362381389,42.97390548347669,48.70066927911372
65,396017122,378676709,38.778697281295734,49.42623117281857
61,339391025,323595950,37.4450654862894,46.94295235985056
57,278270596,268173133,42.81776950729218,47.632334168187434
58,256182528,255105632,51.81490178888317,52.29706283936048
56,262571581,267539497,51.413091940713464,51.40020196968312
50,271766838,274277095,42.19791585257195,43.88879786607852
47,283831670,277307365,34.94105334403563,39.07162699524261
51,313481540,298998975,30.263814662942575,38.72114530012927
52,340986594,323960910,23.133710222731153,36.11223722345983
49,325428187,310711198,16.082678070168356,31.168715059184482
49,283306325,271851498,16.726935883633715,31.4451246143226
53,260290913,249345507,24.334226133596307,36.815440517584044
57,290062742,275416062,33.09147871344117,43.13106046540425
62,340202375,318628107,43.144577631843426,50.103947037578614
67,354710896,328309681,57.90087650042697,59.407546199512225
72,353336668,329975390,74.52157170628625,70.02528447052889
77,378254968,362103797,80.84694762586662,75.20687474465988
77,415409303,401049139,70.18943789505444,70.2062646931191
71,408328018,391383080,53.358518559291426,59.389672284101636
62,351144779,332293492,45.202515014897685,51.27202713166908
59,315642615,294779645,51.55973926318474,53.00652759601768
67,336146875,314180021,66.74151736758536,63.6822850177845
72,352470075,331465115,75.90355668475624,70.7860901404512
64,285996031,267613089,70.45263482436415,64.2608478820878
48,168621380,154137523,56.932141746515114,50.22133369648361
38,107350364,95460950,46.4940532174985,40.168749522450966
30,111635397,101447160,42.326980416944544,34.799544906414866
30,158072410,145243006,39.78130752431151,33.40572364649609
40,247643095,222418975,46.537156492296,41.38624934992582
42,290145979,256577762,51.60670104177697,44.856972781447425
33,250493808,219225972,52.22134532279842,40.98017362959992
35,217280112,209150843,32.64922490309621,32.32886347412724
46,268001215,256298066,38.37187799596911,40.27462139637999
44,228481699,215450843,46.55225024389723,43.502587402394724
36,157483880,143899844,47.48893484420336,40.14483684169853
31,127017131,106497753,36.44953602300992,32.286866873380056
45,164261616,145305104,48.369158810139815,44.73367115919203
63,268384659,244584283,59.47260886699612,58.360971611722285
74,385728600,347614878,62.99481463919516,65.42726970879265
74,415714409,368227295,58.45145945472285,63.162052135920995
64,330451263,290068282,49.584526176616734,54.20250738188558
54,234760766,209658812,41.12176809794165,45.220195338110734
54,241010384,223361075,36.99705749501309,43.46199133983815
62,305628563,284986505,39.23399518568166,48.39374078628851
69,344077797,315300004,52.22997597634251,57.78638588463512
75,362756029,323963595,76.25537450666073,72.02893791337652
80,381857636,334076233,95.88389073724446,83.72273448638815
80,401630550,350633798,94.94002176952357,83.57603951980161
78,417350183,373904149,81.99919708836921,76.08336816339796
72,387740408,360468794,74.37227007354939,69.63183385293816
66,327304362,309247456,71.53571150827615,65.6813574410117
64,318895054,294372062,63.5244807233325,61.04932330690887
60,338764563,309044122,53.38452479528564,53.974223108074916
52,324137489,304471547,53.018980093892644,49.970801054680656
47,293905063,290354764,58.78714433193137,50.58664775103738
42,250996486,255378288,59.21763746107458,48.45076318325645
34,192214702,191519770,55.033888024777305,42.420912915504516
29,165833873,151661445,52.003579486624396,38.82268250888394
32,181629131,153295939,50.7004465350254,39.73193831966554
37,182677222,149192709,48.23496015205924,40.99462794403909
38,143042255,116670030,45.224832227311104,39.79243699248532
34,89292020,73118555,45.914884275657506,38.15932932852202
31,60043376,48777464,50.82427990320465,39.35451352699661
36,82978584,68645225,54.576729679777415,43.177117592579876
42,132088988,109000419,49.30131257479284,43.67490070934639
45,162975589,133726451,43.38620711270681,42.40923199446731
48,175843806,148524778,52.53458194675134,48.04425411384362
54,190324110,168111425,68.42460021808301,58.43444630094298
61,199267093,182040470,68.58153019758022,61.59681509597372
62,196805587,185994169,52.56226573480427,54.483209861872574
60,199832068,192239367,43.773128249524866,49.41094712403705
63,230694900,219901528,51.86153204878099,54.5622743560947
67,291453020,278483257,58.699969655494655,60.008286858283235
62,338062035,328010485,50.522772287987266,53.79728658151774
49,338973300,330906126,40.05642590945071,42.40884882902986
42,327493608,315329459,42.00201065950593,40.1964143770054
48,322502961,301077041,51.98437761590762,47.94313730659855
54,276331429,249315058,58.13445419391151,53.734657783373976
47,172748767,150460338,54.05412308228495,48.303883611983416
30,74117363,60583336,39.30747792515412,33.09729022375368
31,217880855,205305769,17.230279704471904,23.2126746665865
34,261202018,244191227,23.774297288976193,27.625637104903586
31,249860144,225236202,32.72709183457454,30.551175662863063
30,231761442,202272637,40.56820822669094,33.89431843066078
29,209129995,187183955,36.02312869233359,31.0409090578217
42,259333453,223718436,40.4469609594897,39.581409666541134
67,366993315,313032525,62.97714749457726,62.04581123829194
75,379508499,327269843,69.26639600106226,68.61029951993658
69,319847669,281601542,65.23374711262932,63.86113199614141
56,256241448,230617687,52.75464387857001,51.70193442051004
45,232530421,214270088,38.57202267245582,39.741743075809275
41,212383544,198951405,36.078822617570566,36.8575099227934
38,163364743,154617100,40.18934027089244,37.4712936518988
34,141464495,133988377,40.53341832897522,35.50453335462594
31,166892194,155856123,38.65411462306645,33.25119497675944
34,209001159,193298593,42.03764319325931,36.36670860525963
46,281290355,261944530,51.2081746512511,46.48308024826356
59,367349069,344975316,59.746094816520525,56.90661368088246
62,390637621,364929065,62.3501263535134,59.56654525941177
53,323706712,296902120,53.779526881234624,51.15766657496145
43,239648100,214177986,41.35166774374252,40.45405167439521
41,204344326,177165997,39.26632199651642,38.2840910116598
41,192598575,163731326,45.78112214173624,41.651530853115055
38,160056107,135940821,49.52999732015711,41.744974340531954
30,121859359,104829616,43.52481282814643,35.19933388078408
32,154911071,142183469,27.96684444776217,28.78106250177346
47,232693578,219690032,36.586044630724565,39.74392017314389
60,299978137,283001214,52.41147024851824,53.44661146425349
61,310388684,288303843,62.24216472215143,58.719361312825214
52,265059447,242344071,60.98106352714331,54.1666693819491
44,205405968,186649756,54.8247826556831,47.32570382352131
40,171950609,159296868,47.04353339298894,41.658106914317564
42,170948498,164786386,41.174523791565385,39.6638173160077
46,184486078,180585465,40.595564873518505,41.48339602335592
43,175682551,169309094,41.26130721776727,40.04288903807667
29,141814353,133516989,38.76670505205423,32.69722419181334
32,195520027,185852826,26.601955630324067,28.231288148426998
51,291294966,277330267,33.829347664367134,40.60917652794452
60,322451685,306035962,46.08144363229427,50.49510207825612
58,270319545,253784605,57.10327474439301,54.85645437025522
56,231923528,211153233,62.2369193861682,56.35422354136
53,241886445,215229890,53.125576564711466,50.5207684250573
48,267672881,242060243,36.813590360659525,40.5671833383396
52,307738650,285405231,33.78839272127501,41.01531097987714
62,334560570,310951926,43.5613471859746,50.193141892724924
61,291515827,268138457,44.81530325770979,50.43212221591756
52,226534768,207207775,36.255144846342496,41.925219351848554
48,217640893,199346953,36.95505060655185,40.54819543978679
51,223732607,202699430,51.12815619073295,48.7515017917605
53,202348469,179605990,63.427996896337746,55.58355784670917
54,199223434,178944599,62.84352963488666,55.80429668108522
57,243320053,228982861,54.22334541195166,53.174472488392475
60,291259302,281423668,47.892185570307724,51.27551594040375
57,288556303,279389017,46.57864510285606,49.454823314983834
52,275016009,263634350,45.04118962769258,46.13017083686653
50,323851645,307508461,41.48800885669095,43.71922044334978
52,373207839,351999927,39.474968530416504,43.65167930972938
54,336295915,313734181,41.49886691515532,45.68152950756356
59,263296081,242911233,46.03225285233738,49.99184090338469
60,224964697,207390344,43.42956235012022,49.181707451095505
54,228843407,210150308,31.944323944316473,40.96182101747218
51,244421269,220340133,24.809358146223563,36.02916331160218
44,200525432,175458203,22.56224303242086,31.735228985666012
36,161192863,140090408,45.2694843644339,38.78168521243283
57,191969614,162503345,59.83458292944204,55.620000472618976
59,159478364,132462988,61.65702501489664,57.7502522682337
47,122471625,103994140,52.396790852823635,47.638598397861195
41,140886001,125700426,42.546791240956374,39.99840753076941
51,194026633,177168587,44.849074579798135,45.83458288428948
64,240123558,222616002,56.52915106164505,57.44901205664553
62,269443057,253547189,60.37050326919556,58.551783852438724
49,281884869,268673234,48.76593799326675,46.6785231649949
44,317710204,303969492,35.61707017823627,38.07920933570949
54,409244358,389264553,33.54428201950389,41.814927384218564
59,473847617,449451451,34.41982060715823,44.64902945955167
50,433233396,412443001,28.598590725806503,37.442638784159165
38,315636064,303010769,23.35635867245975,29.5163280981318
33,190455390,184102549,31.23095899559508,30.85558398374198
31,120981277,115025620,46.900421886513314,37.371584742425746
33,146016376,131738560,56.11218096676908,42.787821117351214
44,230107821,200848241,55.350488399107896,47.465351935596864
56,290469012,251394689,49.38860848471646,50.548578217125645
61,298220506,260722721,46.10992191169662,51.050942605174065
53,252268111,222247798,41.33646617314851,44.81350096459781
39,174418451,151626571,28.621931960126318,32.517307116024675
34,132775134,113287314,18.00262689393976,24.69909479367964
33,156859364,137640298,17.281947165264654,24.021926982023256
31,207741470,191540270,23.785669471431678,26.51968447119145
30,232456479,223789478,30.20530679798929,29.107885844782064
30,213126576,211038091,33.633474467711636,30.64468472079703
33,196499365,193369658,38.16084252047127,33.87547804056257
39,231457323,220753625,40.83654002678236,38.159663344526514
50,308939438,291777759,43.192045341942105,44.70181434889841
64,401667183,381023834,53.37458381832128,56.21792756272102
70,475834026,451279206,61.46128573070143,62.87320671152922
59,458071673,433818635,53.1569380270384,53.84561986408962
42,343053883,326474993,38.68588085308405,38.585853846061795
34,259071245,249022729,31.94430802115395,31.701428830157077
37,259567610,249453950,26.799208180151265,30.38076788029887
37,253727142,240932423,17.695259789056294,26.44279709713595
35,208667180,193381751,16.20959531703208,24.434248390168143
36,185128265,167282639,30.546931939571458,31.908761566886618
45,206604018,185352937,52.30222017354788,46.399423900498164
56,254141048,227734006,67.35112268383888,58.67634550486453
58,290129391,259821800,66.68548345997027,59.47047008039843
47,278091757,249358828,52.145511508818366,47.450383360161126
35,252268640,228878628,37.50602917034336,34.5534407469674
34,278630400,257348170,34.62553191158019,32.97959366341641
44,333456430,308404060,39.84030317696112,40.05047864916228
54,353983882,324888110,44.2603472107617,47.08959562100363
59,332882814,305175728,45.62489645386508,50.11251496516471
50,262612096,242318478,44.12216701548156,45.167142129887715
30,147030486,135610743,41.63621913406697,34.204391407523005
32,137543544,133937468,53.56766845817714,41.043611789630944
44,199974646,194398280,50.20406670670388,44.808547960632644
54,250767851,236892561,54.51601760830129,51.58937273215854
54,268198379,246120526,60.14539420770388,54.62183970132932
46,249263596,225139085,55.84993617324976,48.6406085228886
43,244567250,221086481,52.67369108751478,45.984750764805334
53,293772446,269077234,59.839612601020534,53.766474373867695
60,342940090,317514551,67.40926489441644,61.067330687624064
59,310811175,287464286,70.43478522266024,61.87655135289622
57,241280845,220212033,73.22135415203272,62.339034205394206
60,228992851,208712491,70.67876787018852,62.19494105161517
61,260829249,241059790,59.41737902956758,57.258484298892526
55,275541305,257572813,46.235163895865284,48.46029965848684
48,279537276,262965197,38.9347374281173,41.49457154480351
47,292721860,274744709,41.19389956808981,41.9667470693246
52,313519144,292844192,47.013916566378015,47.11611256621216
59,341412943,319416611,49.12075139690505,51.46319380784562
65,352827199,333326235,46.84414260732006,53.44641812247665
71,355254111,341410671,42.357355742233885,54.24280228007784
74,375394608,363380400,42.15458436687233,55.235955802467785
67,386560858,369243956,51.34854994140182,56.67777196420479
54,346648237,324955837,60.09433191204988,54.418940294042585
38,267940056,247655909,54.797708687278146,44.52650372838647
29,249333595,229784787,24.881878544582978,25.800364819474577
29,244959034,225897933,30.702836391379805,28.616231072121188
35,275102551,254663503,40.40795505353832,36.189677302225626
51,345141410,320255179,51.78313500887297,48.981533702632554
67,387971795,359339510,60.6106113038952,61.08866017385314
78,387942370,359214892,64.57145719639799,68.02532180534946
76,355444994,330118184,65.28226019446846,67.51474438925372
63,275101262,255094260,66.18725810279055,61.532550749724386
54,196761983,179589462,68.50025057527895,58.37352333123483
56,197830174,177159325,68.89206649314546,59.81454993639736
57,251246218,226115730,62.51747851556734,56.954750953282
50,290273562,266214875,53.090102880248686,49.31530422986305
51,319899041,298382606,52.07707597675245,49.31111372149076
61,335514796,315728389,60.88029772283368,58.12531724643005
63,295897993,280165751,66.9751382178504,61.917429697818314
53,215759718,204457790,61.419283803322855,54.40513712282864
41,161994580,153127468,49.082050552744434,43.190103516641166
39,182127205,174826952,39.04129264405595,37.36234752118809
42,228297612,224213861,30.544085926815615,34.581029515597436
39,238377359,239094122,19.885433127882337,28.181908838298156
33,248572226,249845146,16.62116946621898,23.775857829977113
30,277531154,274547300,26.39330381626282,27.24707262086877
33,279073036,272822470,38.32766446898523,34.28031375105968
37,232849920,226175149,39.83226102132839,36.59754599064239
34,157160398,152144193,31.444016833497543,31.154010161524578
28,134825669,132131045,27.647467243798022,26.887519973067672
35,220482619,214089686,29.908967396609533,31.31679829977766
39,275368068,263395973,28.83427372598157,32.27888057381198
39,266438919,250294624,29.55117232380402,32.66994904189566
41,243829509,226098828,34.1132771730633,35.89735219223426
41,233198528,215427981,37.78145708260021,37.64399974100867
37,233783791,215847701,38.1284554251122,35.985227706844675
35,236659895,218901734,38.614389857705916,35.04215520303501
39,236643908,218885214,40.222140903401915,37.70000150144066
46,235018460,215123505,39.33490701596994,40.75627968931924
49,217731623,197014269,41.79643369986502,43.434144684010974
49,191498228,174835314,56.338146279803084,50.339773180539275
46,158921975,148353561,66.69951068443194,53.853808285528885
38,125937336,118109242,57.343535263480085,45.79180166711213
33,122232681,113199173,46.85987378198827,38.18148184194175
33,151709073,143476613,49.69707260435154,39.802120897625855
37,186320808,180292808,54.12548266191814,43.423163716376536
40,204420073,197119779,51.734342834767354,43.9273761858843
44,225453374,215274126,46.65148255914932,43.285524057500695
44,247316563,234571050,40.50220705466209,40.49341233252757
43,257980842,239401127,36.33069081598821,37.912330374656655
46,274484883,247889899,37.900760119953816,40.031554855076664
50,275318945,247748361,41.47061990689771,43.77161187986294
56,253269433,233092682,46.90144065228121,49.10700291578985
64,259938872,245615033,54.69899479390723,56.812904703325835
72,309311434,296156241,62.06594586370737,63.92090749531919
80,374222722,360619780,72.29853255408896,72.51134486267567
84,435357926,420360300,78.54468303446338,77.3399059302914
75,451386363,436068276,68.06582934737489,68.20873949042148
57,387269622,376009305,44.747800810865996,48.485532694556376
39,279196071,275972522,21.541555883029904,29.216319112929252
29,81239532,85088502,33.588708242682586,29.981169381801244
30,78208946,78250176,40.099383495180575,33.523225662225634
29,68831852,64448308,38.839946850741185,32.681665071754516
31,96833173,88839309,36.4419711108762,32.137272160148015
35,165774415,152844014,35.425636296586525,33.66265954448494
36,207858375,188883671,34.29780999802471,33.771687703388295
35,216065351,190724171,34.93155848879584,33.319796237588626
33,214909943,186486969,36.510503695337526,33.50590454126098
32,188336118,163730049,39.04704588966839,34.10616061945197
33,156860815,139711687,42.954759199030704,36.21208205729029
34,150716395,140109764,42.78028068198537,36.516452188123
31,157592040,150096395,36.647497045325814,32.19622624066744
31,226108584,207456489,32.83785936554801,30.72395898407951
48,304654427,275310981,50.4038232319571,46.91660366611958
59,330485369,300530231,62.1262112533081,57.969440750275226
58,282575238,263689725,58.128809096376976,55.26649129252853
53,239314474,229617209,50.44393355428085,49.60543563541672
52,248534357,240900192,44.075281102559615,45.7914500635499
48,260410197,252397613,38.87208965581385,41.416764481081124
42,225373585,216392617,39.24619839582896,38.856708434896944
42,190421132,179246081,44.207705012285274,41.06203689659948
49,210529260,195626219,54.46541314074383,49.247672144147984
55,241194207,222551027,68.50962697429206,58.9215516878007
52,223130795,203808401,72.09120684357936,59.11038823698109
41,190565723,173505413,60.485391011957745,48.665544280464225
36,203331696,189477344,46.164154035753484,39.28127164778823
40,238271639,228318013,40.94801660976727,38.714283784677654
48,247488056,238292199,48.754600166607744,46.30697634624719
55,225628263,213862522,63.34840324296027,56.69186200812858
59,201270669,190813317,71.47977002618231,62.26662589002691
57,201391354,195459993,65.40140357472524,58.34392246021961
49,204170939,199326593,50.1493986331309,47.44178668848822
41,183062422,175007660,35.16363545316094,36.46035952442258
37,166299820,153580624,26.216358317388224,30.3114275856428
34,186758334,172488720,24.797124242224918,28.246653138902214
30,233275677,222179657,27.528079657798358,27.837569169460288
33,279683208,268532388,32.15594707717667,31.270084345879
45,316659614,298371122,41.26623220308259,41.449685536842935
58,315916390,293562118,49.86545914361236,51.49671826618184
58,240494727,224607380,48.019584641613044,50.6540153708499
50,141825613,138973883,40.476479824819336,43.027382618606204
46,110419917,117569658,38.73108894215207,40.31422412433782
51,166829676,173113297,46.02476820297737,46.395590844903275
58,241106051,239464523,55.9421190911414,54.29894596293927
56,260363623,253263660,60.28459261295313,55.49564774865561
47,238887225,229064475,56.12396710916716,49.41020931901827
37,203091537,191927864,44.99678875215466,39.37431439513467
32,171785961,161714247,36.867929271583535,33.105793239158025
36,194196590,184325316,40.892427095837164,37.00635780807594
43,272645778,260452405,50.65284343601666,44.960004418503054
46,333959010,320168602,55.816144180138274,48.51309168060685
48,349025468,334425213,53.439619501706495,48.443078644013795
49,329837513,314164898,45.07226712047762,45.061114794074534
42,275510263,261631641,37.95573613113766,38.145423558875
35,239010319,228805648,40.622967400746724,36.11389956214428
34,222374187,213821339,50.26969264445799,40.44450950384153
33,184431367,175093833,58.07202990974994,43.6893786438102
36,158181601,146143420,64.70343749026924,48.07796388264745
41,136570869,124029081,66.72845022000365,51.37210895628373
36,87796269,80111546,55.75081117647644,43.77621586862599
30,183941660,174661978,38.53239361510031,33.03046843782861
46,267757809,250614783,48.204680625583585,45.126750903088016
59,325992799,302948040,56.989615050961575,55.50336239758748
63,334673708,311480331,58.92986142923893,58.43270459090241
61,308025294,288039336,54.817311799281796,55.16067593608576
63,321310034,302529386,51.52592158377382,54.49158355302083
67,361491803,342140650,53.93380455133389,57.941388090924164
63,347584855,326884955,56.31518191663825,56.945051521984034
51,286938109,263066373,49.55238476661014,47.87579716793964
41,228359743,203451234,39.10595265456383,38.32485640574208
34,163017471,144339590,34.837854346480704,33.025177423296455
30,110397679,99235698,36.93405099425419,32.15520901423815
34,124803375,114552851,40.877919318295845,35.735793255363106
39,188486650,173921120,40.97461586456757,38.14303226833586
40,237073190,215542431,37.9593653721448,37.45204993967059
48,265837378,235522523,42.659513470948305,43.16096193780985
57,285006138,250185137,54.127464164694445,53.181857755267494
51,254853090,224602976,53.05342173590991,49.65809526821933
29,171484147,151539350,32.516941939690575,29.561187463738868
31,184869001,172909502,31.255130374306056,29.754895971630482
58,329081709,309120366,56.19284489813869,54.56606224604848
68,380327166,360043669,61.80774062749561,61.74765544186712
61,327474491,314361214,51.451931361490466,53.500248798960506
57,288533800,282002010,46.58594608168411,49.472390282825494
61,301565060,297598779,51.90266432893859,53.75244484053566
61,303850129,301835562,59.49148090439007,57.44536647705714
57,277000762,276478223,69.37997301544642,60.293331701259824
56,260234852,255469475,78.38591502433337,64.11596984408482
58,258425100,242879761,80.43092538055805,66.10278106582062
60,259412036,232605007,76.70404358335875,65.27979601825342
63,266859758,234489775,72.32073539880508,64.74890648202054
69,270536765,238887552,74.20409859307136,68.31032610656862
71,272319470,245304641,76.63376558919786,70.54789550953932
67,283062249,261965969,67.85690725623847,64.32564073385208
62,296450703,279537605,55.92315791008582,56.33815351315667
58,287152203,274236627,52.360115410997075,52.84761228940546
53,236779275,229800974,53.17212640327372,50.47725175527503
48,183335039,178998573,52.11500190347326,48.03327347607923
50,181628774,174098208,49.48431764884921,47.45010210813444
51,207813216,198765220,45.710897580734056,46.118544812362416
45,213393339,207352500,40.66388834189255,41.1420674027567
39,218581293,213178587,36.89858280236705,36.52956456681782
40,238952108,229303044,37.64458020457884,37.01168211449549
41,234412675,219208875,40.05665015687112,38.56083293345227
36,203307883,183292267,42.520142103443305,37.73146336384736
33,193618979,169770381,49.32112395485203,39.38618828741833
33,207202516,181653177,55.7340825204111,42.51927170954895
30,204234492,181088300,52.76140157697518,39.801453901110314
33,117043857,116599855,52.23379508648526,40.72834743224698
43,139203379,134676718,53.655588347134746,46.331307051687624
44,124188283,115923312,46.71648732912257,43.280636250083944
37,97998026,83829705,40.02352040261846,36.73888347385646
36,125778015,103124943,42.352658081970844,37.691575988940016
42,167854142,143708165,47.735815598070836,42.69692539452042
45,178668988,161950993,48.13920242003373,44.71668184153074
53,201940756,190952546,48.68497596210879,48.34609692498344
58,241470318,231840966,50.56588722725688,51.854149233198115
54,247417643,239356655,50.87638616376818,49.99134743300683
47,223281593,220468553,50.0854013491519,46.4347336557306
47,204597030,207134993,50.183588900688385,46.24974902572234
46,182207749,183247442,50.67615109473374,45.98321605361451
38,142316173,138700302,48.58972472423176,41.173624027839516
30,128150964,123049188,44.37821037049027,35.66707955427573
33,198087842,191483024,44.45117453581711,37.32352124644358
43,298255610,287191832,51.55012528721429,45.46888609437431
48,327895002,311430685,56.5154115618033,50.21631967572543
49,293198012,272254878,52.040814435415044,48.2756298132006
51,251332078,227634220,45.16251648294729,45.728373045505464
54,243812126,218571826,47.93866266165917,48.671918840496815
60,278100484,251075057,62.02595210117156,58.14783327464228
65,300743865,272670023,76.21309126332159,67.61483707422232
60,253388810,229266345,75.76058040855392,64.94299220361185
43,182479230,165797471,59.58613028483547,48.79763424202876
29,97042839,96183563,40.43763888971616,33.16911096035541
45,168715631,170351062,46.005708998724735,43.55221390931198
61,250537587,252259887,52.688394891936326,54.145582377415316
61,256293304,258910028,47.17436089888273,51.532199963796856
49,203320556,203114558,35.163974108181534,39.97861710288554
43,204740829,195347328,32.04389426443391,35.96270642769609
50,271913216,256383953,36.92075735721439,41.72097364283916
57,316523762,301772309,42.22137255932147,47.29072507128346
57,323820111,309185000,51.59920138403387,52.030474550052006
56,316672792,298966886,64.75705010910886,57.61171008637199
54,291747738,272292637,72.72172917474047,60.465131180255995
54,287994322,269638301,70.50163659031624,59.47652417810431
56,342586318,326187478,60.7479930086365,55.659816498526304
54,398471026,381499115,52.38905429706061,51.08876960896626
51,396239467,374537402,50.95186284995802,48.74270518226655
53,390487850,362099569,54.112290748103376,51.40391698365031
64,420663377,385319018,60.742010222732226,59.34276060005665
71,427825204,388418929,66.64192825019381,65.59235835813068
67,381845091,347709350,60.89893612909903,60.95358039119803
55,311014120,289456762,41.43371709206836,46.01584595474192
46,259880531,246804082,24.118522491957155,33.463683153352164
42,245694501,233960507,20.074585377581354,29.876059298111958
38,250474052,236797535,19.971099127616466,27.68037136377539
34,259915251,242753403,19.208628065906876,25.581100629582355
36,266627590,247097780,22.650579744497055,28.1289837462908
43,295921983,276388680,31.380660360125272,35.5437067604318
52,344729349,325624887,45.53882060278844,46.61534787737763
53,335046631,314939904,58.742691746051165,53.5445395692477
44,265954189,244165043,60.193823662407794,49.61956192392707
34,193657716,173639082,52.39429563606588,41.576609783939354
32,130704343,117189997,42.446535365416956,35.82849350389431
30,83868179,80224540,32.65832777480321,30.183442233348423
29,112698206,122207808,32.01775342601636,29.4085722770142
39,153823103,158912442,34.236865816921096,34.91745622302272
44,158542937,157820018,36.31248252095882,38.266436255220164
41,133059012,129845608,38.32067190694612,37.711256742516795
37,103273542,100632659,43.093807400480756,38.25043930342155
34,75788034,73662663,47.69230055306232,39.01516091409348
30,72385899,68650786,49.53726310060589,38.23824587313406
29,114903461,109792409,49.929957923607574,37.6305332839165
29,201403057,190690858,31.635360958986144,28.950862750577173
39,237349441,219411843,31.894934088407837,33.87425054895575
53,293773403,271358107,39.60364595099586,44.35136385386073
58,297628675,275029707,41.62613127824039,47.401180192023595
53,263244938,239993007,36.739089484768876,42.62862370857012
48,264663537,239501446,30.43204133269954,37.436497992131095
49,288019087,264544889,29.733397371713846,37.651379702727006
53,272673114,254263010,36.57764265384495,42.653663877080525
53,235167822,219945720,44.253564329932075,46.66544962897073
51,230435904,214438279,46.28212500408207,46.64191301342447
51,262594494,244773003,41.10987182659709,43.775537005817576
52,287654104,272040321,32.624520483564545,40.276127478161044
48,261532977,252629832,25.141233195082965,35.01124350404444
35,183258818,179070572,19.36073412111227,25.87320188376462
30,118723794,110891019,40.95275925340411,34.027497920154104
39,164965273,156433535,47.060965118803544,41.22984284496584
48,223980358,213292994,47.46056891975044,45.38807008931553
57,268760284,256978352,49.76750561999783,50.80577334775609
62,292430970,282339121,51.86076400696784,54.31321350477692
61,310301154,300931417,48.94493592404849,52.55947877057689
57,331679084,318442974,43.54370648141851,48.046415176346656
55,366195758,345749074,41.0936839947276,45.98623461479375
58,410501590,384311704,42.4817242154989,48.02373314440449
61,445989885,419248795,43.66426727765853,50.185504332129725
